,County Name,GINI,Row,Space,Year,stusps
0,"Baldwin County, Alabama",0.428,7,8,2009,AL
1,"Baldwin County, Alabama",0.45899999999999996,7,8,2010,AL
2,"Baldwin County, Alabama",0.4324,7,8,2011,AL
3,"Baldwin County, Alabama",0.4371,7,8,2012,AL
4,"Baldwin County, Alabama",0.4727,7,8,2013,AL
5,"Baldwin County, Alabama",0.4648,7,8,2014,AL
6,"Baldwin County, Alabama",0.4722,7,8,2015,AL
7,"Baldwin County, Alabama",0.4498,7,8,2016,AL
8,"Baldwin County, Alabama",0.4363,7,8,2017,AL
9,"Calhoun County, Alabama",0.47200000000000003,7,8,2009,AL
10,"Calhoun County, Alabama",0.46,7,8,2010,AL
11,"Calhoun County, Alabama",0.45299999999999996,7,8,2011,AL
12,"Calhoun County, Alabama",0.4563,7,8,2012,AL
13,"Calhoun County, Alabama",0.467,7,8,2013,AL
14,"Calhoun County, Alabama",0.4561,7,8,2014,AL
15,"Calhoun County, Alabama",0.4219,7,8,2015,AL
16,"Calhoun County, Alabama",0.4692,7,8,2016,AL
17,"Calhoun County, Alabama",0.4892,7,8,2017,AL
18,"Cullman County, Alabama",0.434,7,8,2009,AL
19,"Cullman County, Alabama",0.473,7,8,2010,AL
20,"Cullman County, Alabama",0.4478,7,8,2011,AL
21,"Cullman County, Alabama",0.4453,7,8,2012,AL
22,"Cullman County, Alabama",0.4543,7,8,2013,AL
23,"Cullman County, Alabama",0.4533,7,8,2014,AL
24,"Cullman County, Alabama",0.4438,7,8,2015,AL
25,"Cullman County, Alabama",0.4518,7,8,2016,AL
26,"Cullman County, Alabama",0.4121,7,8,2017,AL
27,"DeKalb County, Alabama",0.46,7,8,2009,AL
28,"DeKalb County, Alabama",0.465,7,8,2010,AL
29,"DeKalb County, Alabama",0.4857,7,8,2011,AL
30,"DeKalb County, Alabama",0.4131,7,8,2012,AL
31,"DeKalb County, Alabama",0.39399999999999996,7,8,2013,AL
32,"DeKalb County, Alabama",0.4754,7,8,2014,AL
33,"DeKalb County, Alabama",0.4639,7,8,2015,AL
34,"DeKalb County, Alabama",0.4528,7,8,2016,AL
35,"DeKalb County, Alabama",0.4975,7,8,2017,AL
36,"Elmore County, Alabama",0.418,7,8,2009,AL
37,"Elmore County, Alabama",0.40299999999999997,7,8,2010,AL
38,"Elmore County, Alabama",0.4233,7,8,2011,AL
39,"Elmore County, Alabama",0.3744,7,8,2012,AL
40,"Elmore County, Alabama",0.4206,7,8,2013,AL
41,"Elmore County, Alabama",0.41600000000000004,7,8,2014,AL
42,"Elmore County, Alabama",0.462,7,8,2015,AL
43,"Elmore County, Alabama",0.4535,7,8,2016,AL
44,"Elmore County, Alabama",0.4307,7,8,2017,AL
45,"Etowah County, Alabama",0.423,7,8,2009,AL
46,"Etowah County, Alabama",0.449,7,8,2010,AL
47,"Etowah County, Alabama",0.4539,7,8,2011,AL
48,"Etowah County, Alabama",0.4467,7,8,2012,AL
49,"Etowah County, Alabama",0.4351,7,8,2013,AL
50,"Etowah County, Alabama",0.4374,7,8,2014,AL
51,"Etowah County, Alabama",0.4125,7,8,2015,AL
52,"Etowah County, Alabama",0.4477,7,8,2016,AL
53,"Etowah County, Alabama",0.4657,7,8,2017,AL
54,"Houston County, Alabama",0.478,7,8,2009,AL
55,"Houston County, Alabama",0.45399999999999996,7,8,2010,AL
56,"Houston County, Alabama",0.4782,7,8,2011,AL
57,"Houston County, Alabama",0.4888,7,8,2012,AL
58,"Houston County, Alabama",0.4675,7,8,2013,AL
59,"Houston County, Alabama",0.4812,7,8,2014,AL
60,"Houston County, Alabama",0.4854,7,8,2015,AL
61,"Houston County, Alabama",0.4799,7,8,2016,AL
62,"Houston County, Alabama",0.4805,7,8,2017,AL
63,"Jefferson County, Alabama",0.494,7,8,2009,AL
64,"Jefferson County, Alabama",0.489,7,8,2010,AL
65,"Jefferson County, Alabama",0.5114,7,8,2011,AL
66,"Jefferson County, Alabama",0.4968,7,8,2012,AL
67,"Jefferson County, Alabama",0.5068,7,8,2013,AL
68,"Jefferson County, Alabama",0.4893,7,8,2014,AL
69,"Jefferson County, Alabama",0.495,7,8,2015,AL
70,"Jefferson County, Alabama",0.5145,7,8,2016,AL
71,"Jefferson County, Alabama",0.5048,7,8,2017,AL
72,"Lauderdale County, Alabama",0.42700000000000005,7,8,2009,AL
73,"Lauderdale County, Alabama",0.46299999999999997,7,8,2010,AL
74,"Lauderdale County, Alabama",0.4275,7,8,2011,AL
75,"Lauderdale County, Alabama",0.4662,7,8,2012,AL
76,"Lauderdale County, Alabama",0.4459,7,8,2013,AL
77,"Lauderdale County, Alabama",0.4888,7,8,2014,AL
78,"Lauderdale County, Alabama",0.4737,7,8,2015,AL
79,"Lauderdale County, Alabama",0.4424,7,8,2016,AL
80,"Lauderdale County, Alabama",0.4486,7,8,2017,AL
81,"Lee County, Alabama",0.493,7,8,2009,AL
82,"Lee County, Alabama",0.48,7,8,2010,AL
83,"Lee County, Alabama",0.4747,7,8,2011,AL
84,"Lee County, Alabama",0.46799999999999997,7,8,2012,AL
85,"Lee County, Alabama",0.496,7,8,2013,AL
86,"Lee County, Alabama",0.5434,7,8,2014,AL
87,"Lee County, Alabama",0.4927,7,8,2015,AL
88,"Lee County, Alabama",0.4773,7,8,2016,AL
89,"Lee County, Alabama",0.4714,7,8,2017,AL
90,"Limestone County, Alabama",0.434,7,8,2009,AL
91,"Limestone County, Alabama",0.429,7,8,2010,AL
92,"Limestone County, Alabama",0.4483,7,8,2011,AL
93,"Limestone County, Alabama",0.4492,7,8,2012,AL
94,"Limestone County, Alabama",0.4598,7,8,2013,AL
95,"Limestone County, Alabama",0.4776,7,8,2014,AL
96,"Limestone County, Alabama",0.4502,7,8,2015,AL
97,"Limestone County, Alabama",0.4602,7,8,2016,AL
98,"Limestone County, Alabama",0.4611,7,8,2017,AL
99,"Madison County, Alabama",0.44799999999999995,7,8,2009,AL
100,"Madison County, Alabama",0.47600000000000003,7,8,2010,AL
101,"Madison County, Alabama",0.4685,7,8,2011,AL
102,"Madison County, Alabama",0.4538,7,8,2012,AL
103,"Madison County, Alabama",0.46399999999999997,7,8,2013,AL
104,"Madison County, Alabama",0.4736,7,8,2014,AL
105,"Madison County, Alabama",0.4711,7,8,2015,AL
106,"Madison County, Alabama",0.4803,7,8,2016,AL
107,"Madison County, Alabama",0.4568,7,8,2017,AL
108,"Marshall County, Alabama",0.44799999999999995,7,8,2009,AL
109,"Marshall County, Alabama",0.439,7,8,2010,AL
110,"Marshall County, Alabama",0.4723,7,8,2011,AL
111,"Marshall County, Alabama",0.4673,7,8,2012,AL
112,"Marshall County, Alabama",0.4672,7,8,2013,AL
113,"Marshall County, Alabama",0.4824,7,8,2014,AL
114,"Marshall County, Alabama",0.48200000000000004,7,8,2015,AL
115,"Marshall County, Alabama",0.4788,7,8,2016,AL
116,"Marshall County, Alabama",0.4879,7,8,2017,AL
117,"Mobile County, Alabama",0.46,7,8,2009,AL
118,"Mobile County, Alabama",0.479,7,8,2010,AL
119,"Mobile County, Alabama",0.4679,7,8,2011,AL
120,"Mobile County, Alabama",0.4792,7,8,2012,AL
121,"Mobile County, Alabama",0.4588,7,8,2013,AL
122,"Mobile County, Alabama",0.4631,7,8,2014,AL
123,"Mobile County, Alabama",0.4789,7,8,2015,AL
124,"Mobile County, Alabama",0.4756,7,8,2016,AL
125,"Mobile County, Alabama",0.4885,7,8,2017,AL
126,"Montgomery County, Alabama",0.45399999999999996,7,8,2009,AL
127,"Montgomery County, Alabama",0.47,7,8,2010,AL
128,"Montgomery County, Alabama",0.4714,7,8,2011,AL
129,"Montgomery County, Alabama",0.4875,7,8,2012,AL
130,"Montgomery County, Alabama",0.4848,7,8,2013,AL
131,"Montgomery County, Alabama",0.466,7,8,2014,AL
132,"Montgomery County, Alabama",0.4938,7,8,2015,AL
133,"Montgomery County, Alabama",0.5013,7,8,2016,AL
134,"Montgomery County, Alabama",0.47600000000000003,7,8,2017,AL
135,"Morgan County, Alabama",0.449,7,8,2009,AL
136,"Morgan County, Alabama",0.44,7,8,2010,AL
137,"Morgan County, Alabama",0.4717,7,8,2011,AL
138,"Morgan County, Alabama",0.4475,7,8,2012,AL
139,"Morgan County, Alabama",0.4626,7,8,2013,AL
140,"Morgan County, Alabama",0.4291,7,8,2014,AL
141,"Morgan County, Alabama",0.4573,7,8,2015,AL
142,"Morgan County, Alabama",0.4814,7,8,2016,AL
143,"Morgan County, Alabama",0.4449,7,8,2017,AL
144,"St. Clair County, Alabama",0.424,7,8,2009,AL
145,"St. Clair County, Alabama",0.40299999999999997,7,8,2010,AL
146,"St. Clair County, Alabama",0.4219,7,8,2011,AL
147,"St. Clair County, Alabama",0.4278,7,8,2012,AL
148,"St. Clair County, Alabama",0.4235,7,8,2013,AL
149,"St. Clair County, Alabama",0.4151,7,8,2014,AL
150,"St. Clair County, Alabama",0.4079,7,8,2015,AL
151,"St. Clair County, Alabama",0.3772,7,8,2016,AL
152,"St. Clair County, Alabama",0.4095,7,8,2017,AL
153,"Shelby County, Alabama",0.43,7,8,2009,AL
154,"Shelby County, Alabama",0.426,7,8,2010,AL
155,"Shelby County, Alabama",0.4008,7,8,2011,AL
156,"Shelby County, Alabama",0.4477,7,8,2012,AL
157,"Shelby County, Alabama",0.425,7,8,2013,AL
158,"Shelby County, Alabama",0.4405,7,8,2014,AL
159,"Shelby County, Alabama",0.4424,7,8,2015,AL
160,"Shelby County, Alabama",0.4305,7,8,2016,AL
161,"Shelby County, Alabama",0.4208,7,8,2017,AL
162,"Talladega County, Alabama",0.46299999999999997,7,8,2009,AL
163,"Talladega County, Alabama",0.41700000000000004,7,8,2010,AL
164,"Talladega County, Alabama",0.45899999999999996,7,8,2011,AL
165,"Talladega County, Alabama",0.4626,7,8,2012,AL
166,"Talladega County, Alabama",0.4627,7,8,2013,AL
167,"Talladega County, Alabama",0.4257,7,8,2014,AL
168,"Talladega County, Alabama",0.4726,7,8,2015,AL
169,"Talladega County, Alabama",0.451,7,8,2016,AL
170,"Talladega County, Alabama",0.44799999999999995,7,8,2017,AL
171,"Tuscaloosa County, Alabama",0.485,7,8,2009,AL
172,"Tuscaloosa County, Alabama",0.46399999999999997,7,8,2010,AL
173,"Tuscaloosa County, Alabama",0.4673,7,8,2011,AL
174,"Tuscaloosa County, Alabama",0.4787,7,8,2012,AL
175,"Tuscaloosa County, Alabama",0.4505,7,8,2013,AL
176,"Tuscaloosa County, Alabama",0.4674,7,8,2014,AL
177,"Tuscaloosa County, Alabama",0.4686,7,8,2015,AL
178,"Tuscaloosa County, Alabama",0.4748,7,8,2016,AL
179,"Tuscaloosa County, Alabama",0.44799999999999995,7,8,2017,AL
180,"Walker County, Alabama",0.426,7,8,2009,AL
181,"Walker County, Alabama",0.46399999999999997,7,8,2010,AL
182,"Walker County, Alabama",0.4482,7,8,2011,AL
183,"Walker County, Alabama",0.4719,7,8,2012,AL
184,"Walker County, Alabama",0.4494,7,8,2013,AL
185,"Walker County, Alabama",0.4616,7,8,2014,AL
186,"Walker County, Alabama",0.4582,7,8,2015,AL
187,"Walker County, Alabama",0.43799999999999994,7,8,2016,AL
188,"Walker County, Alabama",0.4615,7,8,2017,AL
189,"Anchorage Municipality, Alaska",0.405,1,1,2009,AK
190,"Anchorage Municipality, Alaska",0.42700000000000005,1,1,2010,AK
191,"Anchorage Municipality, Alaska",0.4138,1,1,2011,AK
192,"Anchorage Municipality, Alaska",0.4204,1,1,2012,AK
193,"Anchorage Municipality, Alaska",0.4035,1,1,2013,AK
194,"Anchorage Municipality, Alaska",0.4174,1,1,2014,AK
195,"Anchorage Municipality, Alaska",0.4525,1,1,2015,AK
196,"Anchorage Municipality, Alaska",0.4018,1,1,2016,AK
197,"Anchorage Municipality, Alaska",0.4175,1,1,2017,AK
198,"Fairbanks North Star Borough, Alaska",0.39299999999999996,1,1,2009,AK
199,"Fairbanks North Star Borough, Alaska",0.389,1,1,2010,AK
200,"Fairbanks North Star Borough, Alaska",0.3901,1,1,2011,AK
201,"Fairbanks North Star Borough, Alaska",0.4349,1,1,2012,AK
202,"Fairbanks North Star Borough, Alaska",0.4036,1,1,2013,AK
203,"Fairbanks North Star Borough, Alaska",0.4183,1,1,2014,AK
204,"Fairbanks North Star Borough, Alaska",0.3956,1,1,2015,AK
205,"Fairbanks North Star Borough, Alaska",0.3756,1,1,2016,AK
206,"Fairbanks North Star Borough, Alaska",0.4044,1,1,2017,AK
207,"Matanuska-Susitna Borough, Alaska",0.377,1,1,2009,AK
208,"Matanuska-Susitna Borough, Alaska",0.42,1,1,2010,AK
209,"Matanuska-Susitna Borough, Alaska",0.3975,1,1,2011,AK
210,"Matanuska-Susitna Borough, Alaska",0.4137,1,1,2012,AK
211,"Matanuska-Susitna Borough, Alaska",0.4006,1,1,2013,AK
212,"Matanuska-Susitna Borough, Alaska",0.3956,1,1,2014,AK
213,"Matanuska-Susitna Borough, Alaska",0.3862,1,1,2015,AK
214,"Matanuska-Susitna Borough, Alaska",0.4351,1,1,2016,AK
215,"Matanuska-Susitna Borough, Alaska",0.4342,1,1,2017,AK
216,"Apache County, Arizona",0.509,6,3,2009,AZ
217,"Apache County, Arizona",0.451,6,3,2010,AZ
218,"Apache County, Arizona",0.4657,6,3,2011,AZ
219,"Apache County, Arizona",0.4637,6,3,2012,AZ
220,"Apache County, Arizona",0.4654,6,3,2013,AZ
221,"Apache County, Arizona",0.493,6,3,2014,AZ
222,"Apache County, Arizona",0.5056,6,3,2015,AZ
223,"Apache County, Arizona",0.4892,6,3,2016,AZ
224,"Apache County, Arizona",0.48200000000000004,6,3,2017,AZ
225,"Cochise County, Arizona",0.42700000000000005,6,3,2009,AZ
226,"Cochise County, Arizona",0.43,6,3,2010,AZ
227,"Cochise County, Arizona",0.4417,6,3,2011,AZ
228,"Cochise County, Arizona",0.4662,6,3,2012,AZ
229,"Cochise County, Arizona",0.4646,6,3,2013,AZ
230,"Cochise County, Arizona",0.4514,6,3,2014,AZ
231,"Cochise County, Arizona",0.4506,6,3,2015,AZ
232,"Cochise County, Arizona",0.4325,6,3,2016,AZ
233,"Cochise County, Arizona",0.4244,6,3,2017,AZ
234,"Coconino County, Arizona",0.43200000000000005,6,3,2009,AZ
235,"Coconino County, Arizona",0.44,6,3,2010,AZ
236,"Coconino County, Arizona",0.4567,6,3,2011,AZ
237,"Coconino County, Arizona",0.4816,6,3,2012,AZ
238,"Coconino County, Arizona",0.49700000000000005,6,3,2013,AZ
239,"Coconino County, Arizona",0.4619,6,3,2014,AZ
240,"Coconino County, Arizona",0.483,6,3,2015,AZ
241,"Coconino County, Arizona",0.4525,6,3,2016,AZ
242,"Coconino County, Arizona",0.4908,6,3,2017,AZ
243,"Maricopa County, Arizona",0.44799999999999995,6,3,2009,AZ
244,"Maricopa County, Arizona",0.45899999999999996,6,3,2010,AZ
245,"Maricopa County, Arizona",0.4565,6,3,2011,AZ
246,"Maricopa County, Arizona",0.4609,6,3,2012,AZ
247,"Maricopa County, Arizona",0.4681,6,3,2013,AZ
248,"Maricopa County, Arizona",0.4663,6,3,2014,AZ
249,"Maricopa County, Arizona",0.4716,6,3,2015,AZ
250,"Maricopa County, Arizona",0.4699,6,3,2016,AZ
251,"Maricopa County, Arizona",0.4626,6,3,2017,AZ
252,"Mohave County, Arizona",0.408,6,3,2009,AZ
253,"Mohave County, Arizona",0.43200000000000005,6,3,2010,AZ
254,"Mohave County, Arizona",0.4265,6,3,2011,AZ
255,"Mohave County, Arizona",0.4554,6,3,2012,AZ
256,"Mohave County, Arizona",0.4339,6,3,2013,AZ
257,"Mohave County, Arizona",0.4257,6,3,2014,AZ
258,"Mohave County, Arizona",0.4286,6,3,2015,AZ
259,"Mohave County, Arizona",0.4645,6,3,2016,AZ
260,"Mohave County, Arizona",0.4551,6,3,2017,AZ
261,"Navajo County, Arizona",0.439,6,3,2009,AZ
262,"Navajo County, Arizona",0.473,6,3,2010,AZ
263,"Navajo County, Arizona",0.489,6,3,2011,AZ
264,"Navajo County, Arizona",0.4572,6,3,2012,AZ
265,"Navajo County, Arizona",0.4628,6,3,2013,AZ
266,"Navajo County, Arizona",0.465,6,3,2014,AZ
267,"Navajo County, Arizona",0.4682,6,3,2015,AZ
268,"Navajo County, Arizona",0.4847,6,3,2016,AZ
269,"Navajo County, Arizona",0.4767,6,3,2017,AZ
270,"Pima County, Arizona",0.462,6,3,2009,AZ
271,"Pima County, Arizona",0.456,6,3,2010,AZ
272,"Pima County, Arizona",0.473,6,3,2011,AZ
273,"Pima County, Arizona",0.4728,6,3,2012,AZ
274,"Pima County, Arizona",0.4769,6,3,2013,AZ
275,"Pima County, Arizona",0.4745,6,3,2014,AZ
276,"Pima County, Arizona",0.4707,6,3,2015,AZ
277,"Pima County, Arizona",0.4684,6,3,2016,AZ
278,"Pima County, Arizona",0.4758,6,3,2017,AZ
279,"Pinal County, Arizona",0.39899999999999997,6,3,2009,AZ
280,"Pinal County, Arizona",0.384,6,3,2010,AZ
281,"Pinal County, Arizona",0.4193,6,3,2011,AZ
282,"Pinal County, Arizona",0.3889,6,3,2012,AZ
283,"Pinal County, Arizona",0.4105,6,3,2013,AZ
284,"Pinal County, Arizona",0.4275,6,3,2014,AZ
285,"Pinal County, Arizona",0.4276,6,3,2015,AZ
286,"Pinal County, Arizona",0.4407,6,3,2016,AZ
287,"Pinal County, Arizona",0.4295,6,3,2017,AZ
288,"Yavapai County, Arizona",0.475,6,3,2009,AZ
289,"Yavapai County, Arizona",0.441,6,3,2010,AZ
290,"Yavapai County, Arizona",0.4401,6,3,2011,AZ
291,"Yavapai County, Arizona",0.4198,6,3,2012,AZ
292,"Yavapai County, Arizona",0.4426,6,3,2013,AZ
293,"Yavapai County, Arizona",0.4538,6,3,2014,AZ
294,"Yavapai County, Arizona",0.4294,6,3,2015,AZ
295,"Yavapai County, Arizona",0.4627,6,3,2016,AZ
296,"Yavapai County, Arizona",0.4406,6,3,2017,AZ
297,"Yuma County, Arizona",0.415,6,3,2009,AZ
298,"Yuma County, Arizona",0.401,6,3,2010,AZ
299,"Yuma County, Arizona",0.4398,6,3,2011,AZ
300,"Yuma County, Arizona",0.4189,6,3,2012,AZ
301,"Yuma County, Arizona",0.44,6,3,2013,AZ
302,"Yuma County, Arizona",0.4592,6,3,2014,AZ
303,"Yuma County, Arizona",0.4379,6,3,2015,AZ
304,"Yuma County, Arizona",0.4269,6,3,2016,AZ
305,"Yuma County, Arizona",0.4441,6,3,2017,AZ
306,"Benton County, Arkansas",0.45299999999999996,6,6,2009,AR
307,"Benton County, Arkansas",0.41200000000000003,6,6,2010,AR
308,"Benton County, Arkansas",0.4281,6,6,2011,AR
309,"Benton County, Arkansas",0.4482,6,6,2012,AR
310,"Benton County, Arkansas",0.4415,6,6,2013,AR
311,"Benton County, Arkansas",0.4447,6,6,2014,AR
312,"Benton County, Arkansas",0.4622,6,6,2015,AR
313,"Benton County, Arkansas",0.4329,6,6,2016,AR
314,"Benton County, Arkansas",0.4506,6,6,2017,AR
315,"Craighead County, Arkansas",0.493,6,6,2009,AR
316,"Craighead County, Arkansas",0.504,6,6,2010,AR
317,"Craighead County, Arkansas",0.5096,6,6,2011,AR
318,"Craighead County, Arkansas",0.4534,6,6,2012,AR
319,"Craighead County, Arkansas",0.4649,6,6,2013,AR
320,"Craighead County, Arkansas",0.498,6,6,2014,AR
321,"Craighead County, Arkansas",0.4681,6,6,2015,AR
322,"Craighead County, Arkansas",0.5027,6,6,2016,AR
323,"Craighead County, Arkansas",0.4662,6,6,2017,AR
324,"Faulkner County, Arkansas",0.423,6,6,2009,AR
325,"Faulkner County, Arkansas",0.466,6,6,2010,AR
326,"Faulkner County, Arkansas",0.4283,6,6,2011,AR
327,"Faulkner County, Arkansas",0.4242,6,6,2012,AR
328,"Faulkner County, Arkansas",0.4391,6,6,2013,AR
329,"Faulkner County, Arkansas",0.4454,6,6,2014,AR
330,"Faulkner County, Arkansas",0.4606,6,6,2015,AR
331,"Faulkner County, Arkansas",0.4724,6,6,2016,AR
332,"Faulkner County, Arkansas",0.4434,6,6,2017,AR
333,"Garland County, Arkansas",0.447,6,6,2009,AR
334,"Garland County, Arkansas",0.467,6,6,2010,AR
335,"Garland County, Arkansas",0.4764,6,6,2011,AR
336,"Garland County, Arkansas",0.483,6,6,2012,AR
337,"Garland County, Arkansas",0.4625,6,6,2013,AR
338,"Garland County, Arkansas",0.4894,6,6,2014,AR
339,"Garland County, Arkansas",0.5256,6,6,2015,AR
340,"Garland County, Arkansas",0.4441,6,6,2016,AR
341,"Garland County, Arkansas",0.4612,6,6,2017,AR
342,"Jefferson County, Arkansas",0.46399999999999997,6,6,2009,AR
343,"Jefferson County, Arkansas",0.442,6,6,2010,AR
344,"Jefferson County, Arkansas",0.4864,6,6,2011,AR
345,"Jefferson County, Arkansas",0.4702,6,6,2012,AR
346,"Jefferson County, Arkansas",0.4529,6,6,2013,AR
347,"Jefferson County, Arkansas",0.4907,6,6,2014,AR
348,"Jefferson County, Arkansas",0.4805,6,6,2015,AR
349,"Jefferson County, Arkansas",0.4748,6,6,2016,AR
350,"Jefferson County, Arkansas",0.4509,6,6,2017,AR
351,"Lonoke County, Arkansas",0.39299999999999996,6,6,2009,AR
352,"Lonoke County, Arkansas",0.384,6,6,2010,AR
353,"Lonoke County, Arkansas",0.3787,6,6,2011,AR
354,"Lonoke County, Arkansas",0.4055,6,6,2012,AR
355,"Lonoke County, Arkansas",0.386,6,6,2013,AR
356,"Lonoke County, Arkansas",0.373,6,6,2014,AR
357,"Lonoke County, Arkansas",0.3799,6,6,2015,AR
358,"Lonoke County, Arkansas",0.39,6,6,2016,AR
359,"Lonoke County, Arkansas",0.4324,6,6,2017,AR
360,"Pulaski County, Arkansas",0.485,6,6,2009,AR
361,"Pulaski County, Arkansas",0.47200000000000003,6,6,2010,AR
362,"Pulaski County, Arkansas",0.4922,6,6,2011,AR
363,"Pulaski County, Arkansas",0.485,6,6,2012,AR
364,"Pulaski County, Arkansas",0.4877,6,6,2013,AR
365,"Pulaski County, Arkansas",0.4764,6,6,2014,AR
366,"Pulaski County, Arkansas",0.5146,6,6,2015,AR
367,"Pulaski County, Arkansas",0.5132,6,6,2016,AR
368,"Pulaski County, Arkansas",0.4976,6,6,2017,AR
369,"Saline County, Arkansas",0.38799999999999996,6,6,2009,AR
370,"Saline County, Arkansas",0.395,6,6,2010,AR
371,"Saline County, Arkansas",0.3653,6,6,2011,AR
372,"Saline County, Arkansas",0.3759,6,6,2012,AR
373,"Saline County, Arkansas",0.3775,6,6,2013,AR
374,"Saline County, Arkansas",0.3872,6,6,2014,AR
375,"Saline County, Arkansas",0.3935,6,6,2015,AR
376,"Saline County, Arkansas",0.382,6,6,2016,AR
377,"Saline County, Arkansas",0.4119,6,6,2017,AR
378,"Sebastian County, Arkansas",0.45,6,6,2009,AR
379,"Sebastian County, Arkansas",0.493,6,6,2010,AR
380,"Sebastian County, Arkansas",0.5074,6,6,2011,AR
381,"Sebastian County, Arkansas",0.4695,6,6,2012,AR
382,"Sebastian County, Arkansas",0.5034,6,6,2013,AR
383,"Sebastian County, Arkansas",0.5137,6,6,2014,AR
384,"Sebastian County, Arkansas",0.4972,6,6,2015,AR
385,"Sebastian County, Arkansas",0.4583,6,6,2016,AR
386,"Sebastian County, Arkansas",0.4526,6,6,2017,AR
387,"Washington County, Arkansas",0.478,6,6,2009,AR
388,"Washington County, Arkansas",0.47,6,6,2010,AR
389,"Washington County, Arkansas",0.4998,6,6,2011,AR
390,"Washington County, Arkansas",0.4826,6,6,2012,AR
391,"Washington County, Arkansas",0.4791,6,6,2013,AR
392,"Washington County, Arkansas",0.52,6,6,2014,AR
393,"Washington County, Arkansas",0.4755,6,6,2015,AR
394,"Washington County, Arkansas",0.4917,6,6,2016,AR
395,"Washington County, Arkansas",0.4764,6,6,2017,AR
396,"White County, Arkansas",0.479,6,6,2009,AR
397,"White County, Arkansas",0.43200000000000005,6,6,2010,AR
398,"White County, Arkansas",0.4488,6,6,2011,AR
399,"White County, Arkansas",0.4542,6,6,2012,AR
400,"White County, Arkansas",0.4513,6,6,2013,AR
401,"White County, Arkansas",0.5382,6,6,2014,AR
402,"White County, Arkansas",0.4775,6,6,2015,AR
403,"White County, Arkansas",0.4236,6,6,2016,AR
404,"White County, Arkansas",0.4584,6,6,2017,AR
405,"Alameda County, California",0.449,5,2,2009,CA
406,"Alameda County, California",0.45899999999999996,5,2,2010,CA
407,"Alameda County, California",0.4708,5,2,2011,CA
408,"Alameda County, California",0.4753,5,2,2012,CA
409,"Alameda County, California",0.4755,5,2,2013,CA
410,"Alameda County, California",0.4642,5,2,2014,CA
411,"Alameda County, California",0.46299999999999997,5,2,2015,CA
412,"Alameda County, California",0.4604,5,2,2016,CA
413,"Alameda County, California",0.4571,5,2,2017,CA
414,"Butte County, California",0.449,5,2,2009,CA
415,"Butte County, California",0.43700000000000006,5,2,2010,CA
416,"Butte County, California",0.457,5,2,2011,CA
417,"Butte County, California",0.4635,5,2,2012,CA
418,"Butte County, California",0.475,5,2,2013,CA
419,"Butte County, California",0.5128,5,2,2014,CA
420,"Butte County, California",0.4666,5,2,2015,CA
421,"Butte County, California",0.4888,5,2,2016,CA
422,"Butte County, California",0.4912,5,2,2017,CA
423,"Contra Costa County, California",0.456,5,2,2009,CA
424,"Contra Costa County, California",0.445,5,2,2010,CA
425,"Contra Costa County, California",0.4695,5,2,2011,CA
426,"Contra Costa County, California",0.4617,5,2,2012,CA
427,"Contra Costa County, California",0.4687,5,2,2013,CA
428,"Contra Costa County, California",0.4812,5,2,2014,CA
429,"Contra Costa County, California",0.4709,5,2,2015,CA
430,"Contra Costa County, California",0.4596,5,2,2016,CA
431,"Contra Costa County, California",0.4729,5,2,2017,CA
432,"El Dorado County, California",0.4,5,2,2009,CA
433,"El Dorado County, California",0.442,5,2,2010,CA
434,"El Dorado County, California",0.4469,5,2,2011,CA
435,"El Dorado County, California",0.4248,5,2,2012,CA
436,"El Dorado County, California",0.4855,5,2,2013,CA
437,"El Dorado County, California",0.4673,5,2,2014,CA
438,"El Dorado County, California",0.445,5,2,2015,CA
439,"El Dorado County, California",0.4609,5,2,2016,CA
440,"El Dorado County, California",0.4429,5,2,2017,CA
441,"Fresno County, California",0.457,5,2,2009,CA
442,"Fresno County, California",0.462,5,2,2010,CA
443,"Fresno County, California",0.4635,5,2,2011,CA
444,"Fresno County, California",0.4782,5,2,2012,CA
445,"Fresno County, California",0.4762,5,2,2013,CA
446,"Fresno County, California",0.48100000000000004,5,2,2014,CA
447,"Fresno County, California",0.4711,5,2,2015,CA
448,"Fresno County, California",0.491,5,2,2016,CA
449,"Fresno County, California",0.479,5,2,2017,CA
450,"Humboldt County, California",0.461,5,2,2009,CA
451,"Humboldt County, California",0.47100000000000003,5,2,2010,CA
452,"Humboldt County, California",0.4582,5,2,2011,CA
453,"Humboldt County, California",0.4586,5,2,2012,CA
454,"Humboldt County, California",0.4292,5,2,2013,CA
455,"Humboldt County, California",0.4603,5,2,2014,CA
456,"Humboldt County, California",0.4833,5,2,2015,CA
457,"Humboldt County, California",0.5038,5,2,2016,CA
458,"Humboldt County, California",0.4797,5,2,2017,CA
459,"Imperial County, California",0.493,5,2,2009,CA
460,"Imperial County, California",0.441,5,2,2010,CA
461,"Imperial County, California",0.4821,5,2,2011,CA
462,"Imperial County, California",0.4673,5,2,2012,CA
463,"Imperial County, California",0.4419,5,2,2013,CA
464,"Imperial County, California",0.484,5,2,2014,CA
465,"Imperial County, California",0.4621,5,2,2015,CA
466,"Imperial County, California",0.4746,5,2,2016,CA
467,"Imperial County, California",0.4803,5,2,2017,CA
468,"Kern County, California",0.449,5,2,2009,CA
469,"Kern County, California",0.45,5,2,2010,CA
