,County Name,GINI,Row,Space,Year,stusps
2030,"Lake County, Indiana",0.4423,4,7,2014,IN
2031,"Lake County, Indiana",0.4424,4,7,2015,IN
2032,"Lake County, Indiana",0.4582,4,7,2016,IN
2033,"Lake County, Indiana",0.4384,4,7,2017,IN
2034,"LaPorte County, Indiana",0.40399999999999997,4,7,2009,IN
2035,"LaPorte County, Indiana",0.42100000000000004,4,7,2010,IN
2036,"LaPorte County, Indiana",0.4359,4,7,2011,IN
2037,"LaPorte County, Indiana",0.4218,4,7,2012,IN
2038,"LaPorte County, Indiana",0.4424,4,7,2013,IN
2039,"LaPorte County, Indiana",0.4288,4,7,2014,IN
2040,"LaPorte County, Indiana",0.4666,4,7,2015,IN
2041,"LaPorte County, Indiana",0.4309,4,7,2016,IN
2042,"LaPorte County, Indiana",0.4227,4,7,2017,IN
2043,"Madison County, Indiana",0.39899999999999997,4,7,2009,IN
2044,"Madison County, Indiana",0.424,4,7,2010,IN
2045,"Madison County, Indiana",0.4348,4,7,2011,IN
2046,"Madison County, Indiana",0.4023,4,7,2012,IN
2047,"Madison County, Indiana",0.4503,4,7,2013,IN
2048,"Madison County, Indiana",0.4231,4,7,2014,IN
2049,"Madison County, Indiana",0.4129,4,7,2015,IN
2050,"Madison County, Indiana",0.4429,4,7,2016,IN
2051,"Madison County, Indiana",0.4454,4,7,2017,IN
2052,"Marion County, Indiana",0.46399999999999997,4,7,2009,IN
2053,"Marion County, Indiana",0.465,4,7,2010,IN
2054,"Marion County, Indiana",0.46399999999999997,4,7,2011,IN
2055,"Marion County, Indiana",0.4716,4,7,2012,IN
2056,"Marion County, Indiana",0.4947,4,7,2013,IN
2057,"Marion County, Indiana",0.4746,4,7,2014,IN
2058,"Marion County, Indiana",0.48100000000000004,4,7,2015,IN
2059,"Marion County, Indiana",0.4952,4,7,2016,IN
2060,"Marion County, Indiana",0.4778,4,7,2017,IN
2061,"Monroe County, Indiana",0.48100000000000004,4,7,2009,IN
2062,"Monroe County, Indiana",0.523,4,7,2010,IN
2063,"Monroe County, Indiana",0.5123,4,7,2011,IN
2064,"Monroe County, Indiana",0.5028,4,7,2012,IN
2065,"Monroe County, Indiana",0.5208,4,7,2013,IN
2066,"Monroe County, Indiana",0.5126,4,7,2014,IN
2067,"Monroe County, Indiana",0.5048,4,7,2015,IN
2068,"Monroe County, Indiana",0.5152,4,7,2016,IN
2069,"Monroe County, Indiana",0.4906,4,7,2017,IN
2070,"Morgan County, Indiana",0.409,4,7,2009,IN
2071,"Morgan County, Indiana",0.382,4,7,2010,IN
2072,"Morgan County, Indiana",0.4316,4,7,2011,IN
2073,"Morgan County, Indiana",0.4059,4,7,2012,IN
2074,"Morgan County, Indiana",0.4192,4,7,2013,IN
2075,"Morgan County, Indiana",0.3662,4,7,2014,IN
2076,"Morgan County, Indiana",0.4115,4,7,2015,IN
2077,"Morgan County, Indiana",0.374,4,7,2016,IN
2078,"Morgan County, Indiana",0.376,4,7,2017,IN
2079,"Porter County, Indiana",0.4,4,7,2009,IN
2080,"Porter County, Indiana",0.409,4,7,2010,IN
2081,"Porter County, Indiana",0.4035,4,7,2011,IN
2082,"Porter County, Indiana",0.3858,4,7,2012,IN
2083,"Porter County, Indiana",0.4449,4,7,2013,IN
2084,"Porter County, Indiana",0.4234,4,7,2014,IN
2085,"Porter County, Indiana",0.4337,4,7,2015,IN
2086,"Porter County, Indiana",0.4196,4,7,2016,IN
2087,"Porter County, Indiana",0.4317,4,7,2017,IN
2088,"St. Joseph County, Indiana",0.436,4,7,2009,IN
2089,"St. Joseph County, Indiana",0.45399999999999996,4,7,2010,IN
2090,"St. Joseph County, Indiana",0.4557,4,7,2011,IN
2091,"St. Joseph County, Indiana",0.4479,4,7,2012,IN
2092,"St. Joseph County, Indiana",0.4709,4,7,2013,IN
2093,"St. Joseph County, Indiana",0.4744,4,7,2014,IN
2094,"St. Joseph County, Indiana",0.4575,4,7,2015,IN
2095,"St. Joseph County, Indiana",0.4688,4,7,2016,IN
2096,"St. Joseph County, Indiana",0.4626,4,7,2017,IN
2097,"Tippecanoe County, Indiana",0.466,4,7,2009,IN
2098,"Tippecanoe County, Indiana",0.47,4,7,2010,IN
2099,"Tippecanoe County, Indiana",0.4756,4,7,2011,IN
2100,"Tippecanoe County, Indiana",0.4656,4,7,2012,IN
2101,"Tippecanoe County, Indiana",0.4793,4,7,2013,IN
2102,"Tippecanoe County, Indiana",0.4693,4,7,2014,IN
2103,"Tippecanoe County, Indiana",0.4555,4,7,2015,IN
2104,"Tippecanoe County, Indiana",0.473,4,7,2016,IN
2105,"Tippecanoe County, Indiana",0.4648,4,7,2017,IN
2106,"Vanderburgh County, Indiana",0.47100000000000003,4,7,2009,IN
2107,"Vanderburgh County, Indiana",0.44799999999999995,4,7,2010,IN
2108,"Vanderburgh County, Indiana",0.4398,4,7,2011,IN
2109,"Vanderburgh County, Indiana",0.4537,4,7,2012,IN
2110,"Vanderburgh County, Indiana",0.4721,4,7,2013,IN
2111,"Vanderburgh County, Indiana",0.4675,4,7,2014,IN
2112,"Vanderburgh County, Indiana",0.48,4,7,2015,IN
2113,"Vanderburgh County, Indiana",0.4625,4,7,2016,IN
2114,"Vanderburgh County, Indiana",0.4877,4,7,2017,IN
2115,"Vigo County, Indiana",0.455,4,7,2009,IN
2116,"Vigo County, Indiana",0.473,4,7,2010,IN
2117,"Vigo County, Indiana",0.4397,4,7,2011,IN
2118,"Vigo County, Indiana",0.4753,4,7,2012,IN
2119,"Vigo County, Indiana",0.4732,4,7,2013,IN
2120,"Vigo County, Indiana",0.47200000000000003,4,7,2014,IN
2121,"Vigo County, Indiana",0.4828,4,7,2015,IN
2122,"Vigo County, Indiana",0.4289,4,7,2016,IN
2123,"Vigo County, Indiana",0.4758,4,7,2017,IN
2124,"Wayne County, Indiana",0.43700000000000006,4,7,2009,IN
2125,"Wayne County, Indiana",0.44299999999999995,4,7,2010,IN
2126,"Wayne County, Indiana",0.4534,4,7,2011,IN
2127,"Wayne County, Indiana",0.4754,4,7,2012,IN
2128,"Wayne County, Indiana",0.4459,4,7,2013,IN
2129,"Wayne County, Indiana",0.4742,4,7,2014,IN
2130,"Wayne County, Indiana",0.5028,4,7,2015,IN
2131,"Wayne County, Indiana",0.4303,4,7,2016,IN
2132,"Wayne County, Indiana",0.4909,4,7,2017,IN
2133,"Black Hawk County, Iowa",0.439,4,6,2009,IA
2134,"Black Hawk County, Iowa",0.456,4,6,2010,IA
2135,"Black Hawk County, Iowa",0.4416,4,6,2011,IA
2136,"Black Hawk County, Iowa",0.4052,4,6,2012,IA
2137,"Black Hawk County, Iowa",0.442,4,6,2013,IA
2138,"Black Hawk County, Iowa",0.4155,4,6,2014,IA
2139,"Black Hawk County, Iowa",0.4605,4,6,2015,IA
2140,"Black Hawk County, Iowa",0.4828,4,6,2016,IA
2141,"Black Hawk County, Iowa",0.4485,4,6,2017,IA
2142,"Dubuque County, Iowa",0.41200000000000003,4,6,2009,IA
2143,"Dubuque County, Iowa",0.41,4,6,2010,IA
2144,"Dubuque County, Iowa",0.4113,4,6,2011,IA
2145,"Dubuque County, Iowa",0.4348,4,6,2012,IA
2146,"Dubuque County, Iowa",0.4308,4,6,2013,IA
2147,"Dubuque County, Iowa",0.3964,4,6,2014,IA
2148,"Dubuque County, Iowa",0.4187,4,6,2015,IA
2149,"Dubuque County, Iowa",0.4751,4,6,2016,IA
2150,"Dubuque County, Iowa",0.4635,4,6,2017,IA
2151,"Johnson County, Iowa",0.47700000000000004,4,6,2009,IA
2152,"Johnson County, Iowa",0.48100000000000004,4,6,2010,IA
2153,"Johnson County, Iowa",0.4665,4,6,2011,IA
2154,"Johnson County, Iowa",0.4661,4,6,2012,IA
2155,"Johnson County, Iowa",0.4674,4,6,2013,IA
2156,"Johnson County, Iowa",0.5347,4,6,2014,IA
2157,"Johnson County, Iowa",0.4863,4,6,2015,IA
2158,"Johnson County, Iowa",0.4813,4,6,2016,IA
2159,"Johnson County, Iowa",0.4577,4,6,2017,IA
2160,"Linn County, Iowa",0.418,4,6,2009,IA
2161,"Linn County, Iowa",0.41200000000000003,4,6,2010,IA
2162,"Linn County, Iowa",0.4324,4,6,2011,IA
2163,"Linn County, Iowa",0.4328,4,6,2012,IA
2164,"Linn County, Iowa",0.4149,4,6,2013,IA
2165,"Linn County, Iowa",0.4379,4,6,2014,IA
2166,"Linn County, Iowa",0.4376,4,6,2015,IA
2167,"Linn County, Iowa",0.433,4,6,2016,IA
2168,"Linn County, Iowa",0.4048,4,6,2017,IA
2169,"Polk County, Iowa",0.441,4,6,2009,IA
2170,"Polk County, Iowa",0.419,4,6,2010,IA
2171,"Polk County, Iowa",0.4351,4,6,2011,IA
2172,"Polk County, Iowa",0.4339,4,6,2012,IA
2173,"Polk County, Iowa",0.4593,4,6,2013,IA
2174,"Polk County, Iowa",0.4446,4,6,2014,IA
2175,"Polk County, Iowa",0.45,4,6,2015,IA
2176,"Polk County, Iowa",0.4372,4,6,2016,IA
2177,"Polk County, Iowa",0.4435,4,6,2017,IA
2178,"Pottawattamie County, Iowa",0.39,4,6,2009,IA
2179,"Pottawattamie County, Iowa",0.40299999999999997,4,6,2010,IA
2180,"Pottawattamie County, Iowa",0.4459,4,6,2011,IA
2181,"Pottawattamie County, Iowa",0.4366,4,6,2012,IA
2182,"Pottawattamie County, Iowa",0.426,4,6,2013,IA
2183,"Pottawattamie County, Iowa",0.4302,4,6,2014,IA
2184,"Pottawattamie County, Iowa",0.4008,4,6,2015,IA
2185,"Pottawattamie County, Iowa",0.4568,4,6,2016,IA
2186,"Pottawattamie County, Iowa",0.4239,4,6,2017,IA
2187,"Scott County, Iowa",0.444,4,6,2009,IA
2188,"Scott County, Iowa",0.474,4,6,2010,IA
2189,"Scott County, Iowa",0.4438,4,6,2011,IA
2190,"Scott County, Iowa",0.4515,4,6,2012,IA
2191,"Scott County, Iowa",0.4579,4,6,2013,IA
2192,"Scott County, Iowa",0.42100000000000004,4,6,2014,IA
2193,"Scott County, Iowa",0.4423,4,6,2015,IA
2194,"Scott County, Iowa",0.4585,4,6,2016,IA
2195,"Scott County, Iowa",0.4551,4,6,2017,IA
2196,"Story County, Iowa",0.46,4,6,2009,IA
2197,"Story County, Iowa",0.452,4,6,2010,IA
2198,"Story County, Iowa",0.4708,4,6,2011,IA
2199,"Story County, Iowa",0.4559,4,6,2012,IA
2200,"Story County, Iowa",0.4571,4,6,2013,IA
2201,"Story County, Iowa",0.4699,4,6,2014,IA
2202,"Story County, Iowa",0.4818,4,6,2015,IA
2203,"Story County, Iowa",0.4647,4,6,2016,IA
2204,"Story County, Iowa",0.4701,4,6,2017,IA
2205,"Woodbury County, Iowa",0.45,4,6,2009,IA
2206,"Woodbury County, Iowa",0.424,4,6,2010,IA
2207,"Woodbury County, Iowa",0.4553,4,6,2011,IA
2208,"Woodbury County, Iowa",0.426,4,6,2012,IA
2209,"Woodbury County, Iowa",0.4276,4,6,2013,IA
2210,"Woodbury County, Iowa",0.4469,4,6,2014,IA
2211,"Woodbury County, Iowa",0.4381,4,6,2015,IA
2212,"Woodbury County, Iowa",0.4411,4,6,2016,IA
2213,"Woodbury County, Iowa",0.4283,4,6,2017,IA
2214,"Douglas County, Kansas",0.493,6,5,2009,KS
2215,"Douglas County, Kansas",0.449,6,5,2010,KS
2216,"Douglas County, Kansas",0.4438,6,5,2011,KS
2217,"Douglas County, Kansas",0.4707,6,5,2012,KS
2218,"Douglas County, Kansas",0.47,6,5,2013,KS
2219,"Douglas County, Kansas",0.4461,6,5,2014,KS
2220,"Douglas County, Kansas",0.5017,6,5,2015,KS
2221,"Douglas County, Kansas",0.4659,6,5,2016,KS
2222,"Douglas County, Kansas",0.4744,6,5,2017,KS
2223,"Johnson County, Kansas",0.43,6,5,2009,KS
2224,"Johnson County, Kansas",0.433,6,5,2010,KS
2225,"Johnson County, Kansas",0.4414,6,5,2011,KS
2226,"Johnson County, Kansas",0.4422,6,5,2012,KS
2227,"Johnson County, Kansas",0.4517,6,5,2013,KS
2228,"Johnson County, Kansas",0.4557,6,5,2014,KS
2229,"Johnson County, Kansas",0.4523,6,5,2015,KS
2230,"Johnson County, Kansas",0.4457,6,5,2016,KS
2231,"Johnson County, Kansas",0.4473,6,5,2017,KS
2232,"Leavenworth County, Kansas",0.42700000000000005,6,5,2009,KS
2233,"Leavenworth County, Kansas",0.386,6,5,2010,KS
2234,"Leavenworth County, Kansas",0.3988,6,5,2011,KS
2235,"Leavenworth County, Kansas",0.3963,6,5,2012,KS
2236,"Leavenworth County, Kansas",0.4041,6,5,2013,KS
2237,"Leavenworth County, Kansas",0.3937,6,5,2014,KS
2238,"Leavenworth County, Kansas",0.4189,6,5,2015,KS
2239,"Leavenworth County, Kansas",0.4202,6,5,2016,KS
2240,"Leavenworth County, Kansas",0.3762,6,5,2017,KS
2241,"Riley County, Kansas",0.47,6,5,2009,KS
2242,"Riley County, Kansas",0.484,6,5,2010,KS
2243,"Riley County, Kansas",0.4551,6,5,2011,KS
2244,"Riley County, Kansas",0.4489,6,5,2012,KS
2245,"Riley County, Kansas",0.5227,6,5,2013,KS
2246,"Riley County, Kansas",0.4993,6,5,2014,KS
2247,"Riley County, Kansas",0.46799999999999997,6,5,2015,KS
2248,"Riley County, Kansas",0.4603,6,5,2016,KS
2249,"Riley County, Kansas",0.4741,6,5,2017,KS
2250,"Sedgwick County, Kansas",0.43,6,5,2009,KS
2251,"Sedgwick County, Kansas",0.449,6,5,2010,KS
2252,"Sedgwick County, Kansas",0.4239,6,5,2011,KS
2253,"Sedgwick County, Kansas",0.4507,6,5,2012,KS
2254,"Sedgwick County, Kansas",0.4563,6,5,2013,KS
2255,"Sedgwick County, Kansas",0.4666,6,5,2014,KS
2256,"Sedgwick County, Kansas",0.4641,6,5,2015,KS
2257,"Sedgwick County, Kansas",0.4489,6,5,2016,KS
2258,"Sedgwick County, Kansas",0.4487,6,5,2017,KS
2259,"Shawnee County, Kansas",0.429,6,5,2009,KS
2260,"Shawnee County, Kansas",0.451,6,5,2010,KS
2261,"Shawnee County, Kansas",0.4655,6,5,2011,KS
2262,"Shawnee County, Kansas",0.4313,6,5,2012,KS
2263,"Shawnee County, Kansas",0.433,6,5,2013,KS
2264,"Shawnee County, Kansas",0.4433,6,5,2014,KS
2265,"Shawnee County, Kansas",0.4438,6,5,2015,KS
2266,"Shawnee County, Kansas",0.4436,6,5,2016,KS
2267,"Shawnee County, Kansas",0.4076,6,5,2017,KS
2268,"Wyandotte County, Kansas",0.43700000000000006,6,5,2009,KS
2269,"Wyandotte County, Kansas",0.436,6,5,2010,KS
2270,"Wyandotte County, Kansas",0.4244,6,5,2011,KS
2271,"Wyandotte County, Kansas",0.4282,6,5,2012,KS
2272,"Wyandotte County, Kansas",0.431,6,5,2013,KS
2273,"Wyandotte County, Kansas",0.4383,6,5,2014,KS
2274,"Wyandotte County, Kansas",0.4264,6,5,2015,KS
2275,"Wyandotte County, Kansas",0.4176,6,5,2016,KS
2276,"Wyandotte County, Kansas",0.4294,6,5,2017,KS
2277,"Boone County, Kentucky",0.379,5,7,2009,KY
2278,"Boone County, Kentucky",0.439,5,7,2010,KY
2279,"Boone County, Kentucky",0.3759,5,7,2011,KY
2280,"Boone County, Kentucky",0.3885,5,7,2012,KY
2281,"Boone County, Kentucky",0.4109,5,7,2013,KY
2282,"Boone County, Kentucky",0.4144,5,7,2014,KY
2283,"Boone County, Kentucky",0.4368,5,7,2015,KY
2284,"Boone County, Kentucky",0.428,5,7,2016,KY
2285,"Boone County, Kentucky",0.4098,5,7,2017,KY
2286,"Bullitt County, Kentucky",0.418,5,7,2009,KY
2287,"Bullitt County, Kentucky",0.361,5,7,2010,KY
2288,"Bullitt County, Kentucky",0.3576,5,7,2011,KY
2289,"Bullitt County, Kentucky",0.3775,5,7,2012,KY
2290,"Bullitt County, Kentucky",0.3671,5,7,2013,KY
2291,"Bullitt County, Kentucky",0.3745,5,7,2014,KY
2292,"Bullitt County, Kentucky",0.3664,5,7,2015,KY
2293,"Bullitt County, Kentucky",0.4168,5,7,2016,KY
2294,"Bullitt County, Kentucky",0.3929,5,7,2017,KY
2295,"Campbell County, Kentucky",0.414,5,7,2009,KY
2296,"Campbell County, Kentucky",0.434,5,7,2010,KY
2297,"Campbell County, Kentucky",0.4185,5,7,2011,KY
2298,"Campbell County, Kentucky",0.4416,5,7,2012,KY
2299,"Campbell County, Kentucky",0.4386,5,7,2013,KY
2300,"Campbell County, Kentucky",0.44,5,7,2014,KY
2301,"Campbell County, Kentucky",0.4774,5,7,2015,KY
2302,"Campbell County, Kentucky",0.4355,5,7,2016,KY
2303,"Campbell County, Kentucky",0.4725,5,7,2017,KY
2304,"Christian County, Kentucky",0.41600000000000004,5,7,2009,KY
2305,"Christian County, Kentucky",0.439,5,7,2010,KY
2306,"Christian County, Kentucky",0.4721,5,7,2011,KY
2307,"Christian County, Kentucky",0.4094,5,7,2012,KY
2308,"Christian County, Kentucky",0.5276,5,7,2013,KY
2309,"Christian County, Kentucky",0.4444,5,7,2014,KY
2310,"Christian County, Kentucky",0.4036,5,7,2015,KY
2311,"Christian County, Kentucky",0.4613,5,7,2016,KY
2312,"Christian County, Kentucky",0.4482,5,7,2017,KY
2313,"Daviess County, Kentucky",0.41600000000000004,5,7,2009,KY
2314,"Daviess County, Kentucky",0.42,5,7,2010,KY
2315,"Daviess County, Kentucky",0.4299,5,7,2011,KY
2316,"Daviess County, Kentucky",0.431,5,7,2012,KY
2317,"Daviess County, Kentucky",0.4271,5,7,2013,KY
2318,"Daviess County, Kentucky",0.4365,5,7,2014,KY
2319,"Daviess County, Kentucky",0.4653,5,7,2015,KY
2320,"Daviess County, Kentucky",0.4748,5,7,2016,KY
2321,"Daviess County, Kentucky",0.4897,5,7,2017,KY
2322,"Fayette County, Kentucky",0.493,5,7,2009,KY
2323,"Fayette County, Kentucky",0.47200000000000003,5,7,2010,KY
2324,"Fayette County, Kentucky",0.5033,5,7,2011,KY
2325,"Fayette County, Kentucky",0.48700000000000004,5,7,2012,KY
2326,"Fayette County, Kentucky",0.4982,5,7,2013,KY
2327,"Fayette County, Kentucky",0.4954,5,7,2014,KY
2328,"Fayette County, Kentucky",0.5052,5,7,2015,KY
2329,"Fayette County, Kentucky",0.4942,5,7,2016,KY
2330,"Fayette County, Kentucky",0.4919,5,7,2017,KY
2331,"Hardin County, Kentucky",0.39799999999999996,5,7,2009,KY
2332,"Hardin County, Kentucky",0.45299999999999996,5,7,2010,KY
2333,"Hardin County, Kentucky",0.4408,5,7,2011,KY
2334,"Hardin County, Kentucky",0.4088,5,7,2012,KY
2335,"Hardin County, Kentucky",0.4255,5,7,2013,KY
2336,"Hardin County, Kentucky",0.4103,5,7,2014,KY
2337,"Hardin County, Kentucky",0.4206,5,7,2015,KY
2338,"Hardin County, Kentucky",0.4394,5,7,2016,KY
2339,"Hardin County, Kentucky",0.474,5,7,2017,KY
2340,"Jefferson County, Kentucky",0.47200000000000003,5,7,2009,KY
2341,"Jefferson County, Kentucky",0.47700000000000004,5,7,2010,KY
2342,"Jefferson County, Kentucky",0.4828,5,7,2011,KY
2343,"Jefferson County, Kentucky",0.4768,5,7,2012,KY
2344,"Jefferson County, Kentucky",0.4904,5,7,2013,KY
2345,"Jefferson County, Kentucky",0.4889,5,7,2014,KY
2346,"Jefferson County, Kentucky",0.4773,5,7,2015,KY
2347,"Jefferson County, Kentucky",0.4767,5,7,2016,KY
2348,"Jefferson County, Kentucky",0.46799999999999997,5,7,2017,KY
2349,"Kenton County, Kentucky",0.451,5,7,2009,KY
2350,"Kenton County, Kentucky",0.426,5,7,2010,KY
2351,"Kenton County, Kentucky",0.4508,5,7,2011,KY
2352,"Kenton County, Kentucky",0.4368,5,7,2012,KY
2353,"Kenton County, Kentucky",0.4375,5,7,2013,KY
2354,"Kenton County, Kentucky",0.4548,5,7,2014,KY
2355,"Kenton County, Kentucky",0.4453,5,7,2015,KY
2356,"Kenton County, Kentucky",0.4235,5,7,2016,KY
2357,"Kenton County, Kentucky",0.4653,5,7,2017,KY
2358,"McCracken County, Kentucky",0.44299999999999995,5,7,2009,KY
2359,"McCracken County, Kentucky",0.478,5,7,2010,KY
2360,"McCracken County, Kentucky",0.4449,5,7,2011,KY
2361,"McCracken County, Kentucky",0.4667,5,7,2012,KY
2362,"McCracken County, Kentucky",0.4879,5,7,2013,KY
2363,"McCracken County, Kentucky",0.4982,5,7,2014,KY
2364,"McCracken County, Kentucky",0.5792,5,7,2015,KY
2365,"McCracken County, Kentucky",0.5034,5,7,2016,KY
2366,"McCracken County, Kentucky",0.4584,5,7,2017,KY
2367,"Madison County, Kentucky",0.43200000000000005,5,7,2009,KY
2368,"Madison County, Kentucky",0.451,5,7,2010,KY
2369,"Madison County, Kentucky",0.4877,5,7,2011,KY
2370,"Madison County, Kentucky",0.4398,5,7,2012,KY
2371,"Madison County, Kentucky",0.4487,5,7,2013,KY
2372,"Madison County, Kentucky",0.4526,5,7,2014,KY
2373,"Madison County, Kentucky",0.4548,5,7,2015,KY
2374,"Madison County, Kentucky",0.4557,5,7,2016,KY
2375,"Madison County, Kentucky",0.4617,5,7,2017,KY
2376,"Pike County, Kentucky",0.449,5,7,2009,KY
2377,"Pike County, Kentucky",0.469,5,7,2010,KY
2378,"Pike County, Kentucky",0.4687,5,7,2011,KY
2379,"Pike County, Kentucky",0.4801,5,7,2012,KY
2380,"Pike County, Kentucky",0.4746,5,7,2013,KY
2381,"Pike County, Kentucky",0.5083,5,7,2014,KY
2382,"Pike County, Kentucky",0.5096,5,7,2015,KY
2383,"Pike County, Kentucky",,5,7,2016,KY
2384,"Pike County, Kentucky",,5,7,2017,KY
2385,"Warren County, Kentucky",0.429,5,7,2009,KY
2386,"Warren County, Kentucky",0.48700000000000004,5,7,2010,KY
2387,"Warren County, Kentucky",0.5463,5,7,2011,KY
2388,"Warren County, Kentucky",0.4343,5,7,2012,KY
2389,"Warren County, Kentucky",0.4378,5,7,2013,KY
2390,"Warren County, Kentucky",0.4351,5,7,2014,KY
2391,"Warren County, Kentucky",0.4825,5,7,2015,KY
2392,"Warren County, Kentucky",0.4872,5,7,2016,KY
2393,"Warren County, Kentucky",0.4943,5,7,2017,KY
2394,"Ascension Parish, Louisiana",0.392,7,6,2009,LA
2395,"Ascension Parish, Louisiana",0.42,7,6,2010,LA
2396,"Ascension Parish, Louisiana",0.3988,7,6,2011,LA
2397,"Ascension Parish, Louisiana",0.4066,7,6,2012,LA
2398,"Ascension Parish, Louisiana",0.3723,7,6,2013,LA
2399,"Ascension Parish, Louisiana",0.4187,7,6,2014,LA
2400,"Ascension Parish, Louisiana",0.4089,7,6,2015,LA
2401,"Ascension Parish, Louisiana",0.4165,7,6,2016,LA
2402,"Ascension Parish, Louisiana",0.4232,7,6,2017,LA
2403,"Bossier Parish, Louisiana",0.45299999999999996,7,6,2009,LA
2404,"Bossier Parish, Louisiana",0.449,7,6,2010,LA
2405,"Bossier Parish, Louisiana",0.4406,7,6,2011,LA
2406,"Bossier Parish, Louisiana",0.4406,7,6,2012,LA
2407,"Bossier Parish, Louisiana",0.4617,7,6,2013,LA
2408,"Bossier Parish, Louisiana",0.4087,7,6,2014,LA
2409,"Bossier Parish, Louisiana",0.4478,7,6,2015,LA
2410,"Bossier Parish, Louisiana",0.4485,7,6,2016,LA
2411,"Bossier Parish, Louisiana",0.4564,7,6,2017,LA
2412,"Caddo Parish, Louisiana",0.491,7,6,2009,LA
2413,"Caddo Parish, Louisiana",0.485,7,6,2010,LA
2414,"Caddo Parish, Louisiana",0.5043,7,6,2011,LA
2415,"Caddo Parish, Louisiana",0.4897,7,6,2012,LA
2416,"Caddo Parish, Louisiana",0.4962,7,6,2013,LA
2417,"Caddo Parish, Louisiana",0.5357,7,6,2014,LA
2418,"Caddo Parish, Louisiana",0.4995,7,6,2015,LA
2419,"Caddo Parish, Louisiana",0.5444,7,6,2016,LA
2420,"Caddo Parish, Louisiana",0.5335,7,6,2017,LA
2421,"Calcasieu Parish, Louisiana",0.46799999999999997,7,6,2009,LA
2422,"Calcasieu Parish, Louisiana",0.479,7,6,2010,LA
2423,"Calcasieu Parish, Louisiana",0.4805,7,6,2011,LA
2424,"Calcasieu Parish, Louisiana",0.4631,7,6,2012,LA
2425,"Calcasieu Parish, Louisiana",0.4799,7,6,2013,LA
2426,"Calcasieu Parish, Louisiana",0.4514,7,6,2014,LA
2427,"Calcasieu Parish, Louisiana",0.4737,7,6,2015,LA
2428,"Calcasieu Parish, Louisiana",0.4777,7,6,2016,LA
2429,"Calcasieu Parish, Louisiana",0.4632,7,6,2017,LA
2430,"East Baton Rouge Parish, Louisiana",0.495,7,6,2009,LA
2431,"East Baton Rouge Parish, Louisiana",0.486,7,6,2010,LA
2432,"East Baton Rouge Parish, Louisiana",0.4683,7,6,2011,LA
2433,"East Baton Rouge Parish, Louisiana",0.4918,7,6,2012,LA
2434,"East Baton Rouge Parish, Louisiana",0.512,7,6,2013,LA
2435,"East Baton Rouge Parish, Louisiana",0.4956,7,6,2014,LA
2436,"East Baton Rouge Parish, Louisiana",0.4943,7,6,2015,LA
2437,"East Baton Rouge Parish, Louisiana",0.5162,7,6,2016,LA
2438,"East Baton Rouge Parish, Louisiana",0.4987,7,6,2017,LA
2439,"Iberia Parish, Louisiana",0.511,7,6,2009,LA
2440,"Iberia Parish, Louisiana",0.42,7,6,2010,LA
2441,"Iberia Parish, Louisiana",0.4717,7,6,2011,LA
2442,"Iberia Parish, Louisiana",0.4982,7,6,2012,LA
2443,"Iberia Parish, Louisiana",0.513,7,6,2013,LA
2444,"Iberia Parish, Louisiana",0.4751,7,6,2014,LA
2445,"Iberia Parish, Louisiana",0.5086,7,6,2015,LA
2446,"Iberia Parish, Louisiana",0.4309,7,6,2016,LA
2447,"Iberia Parish, Louisiana",0.4577,7,6,2017,LA
2448,"Jefferson Parish, Louisiana",0.461,7,6,2009,LA
2449,"Jefferson Parish, Louisiana",0.466,7,6,2010,LA
2450,"Jefferson Parish, Louisiana",0.4693,7,6,2011,LA
2451,"Jefferson Parish, Louisiana",0.4618,7,6,2012,LA
2452,"Jefferson Parish, Louisiana",0.4881,7,6,2013,LA
2453,"Jefferson Parish, Louisiana",0.4815,7,6,2014,LA
2454,"Jefferson Parish, Louisiana",0.4466,7,6,2015,LA
2455,"Jefferson Parish, Louisiana",0.4849,7,6,2016,LA
2456,"Jefferson Parish, Louisiana",0.4726,7,6,2017,LA
2457,"Lafayette Parish, Louisiana",0.479,7,6,2009,LA
2458,"Lafayette Parish, Louisiana",0.46,7,6,2010,LA
2459,"Lafayette Parish, Louisiana",0.5173,7,6,2011,LA
2460,"Lafayette Parish, Louisiana",0.5057,7,6,2012,LA
2461,"Lafayette Parish, Louisiana",0.4682,7,6,2013,LA
2462,"Lafayette Parish, Louisiana",0.4868,7,6,2014,LA
2463,"Lafayette Parish, Louisiana",0.5113,7,6,2015,LA
2464,"Lafayette Parish, Louisiana",0.4956,7,6,2016,LA
2465,"Lafayette Parish, Louisiana",0.5003,7,6,2017,LA
2466,"Lafourche Parish, Louisiana",0.446,7,6,2009,LA
2467,"Lafourche Parish, Louisiana",0.478,7,6,2010,LA
2468,"Lafourche Parish, Louisiana",0.4916,7,6,2011,LA
2469,"Lafourche Parish, Louisiana",0.4168,7,6,2012,LA
2470,"Lafourche Parish, Louisiana",0.4304,7,6,2013,LA
2471,"Lafourche Parish, Louisiana",0.4615,7,6,2014,LA
2472,"Lafourche Parish, Louisiana",0.4639,7,6,2015,LA
2473,"Lafourche Parish, Louisiana",0.4359,7,6,2016,LA
2474,"Lafourche Parish, Louisiana",0.4682,7,6,2017,LA
2475,"Livingston Parish, Louisiana",0.415,7,6,2009,LA
